1,-1.125,-0.125,-0.050293,0.026855,0.95947,0.025391,0.19434,-0.69336
1,-1.125,-0.125,-0.050293,0.026855,0.95947,0.025391,0.19434,-0.69336
1,-0.125,-0.5625,-0.04248,0.030762,0.95947,0.019531,0.19775,-0.68896
0.875,-1.0625,0,-0.050293,0.038574,0.96729,0.019531,0.19775,-0.68896
0.9375,-0.5625,-0.4375,-0.054199,0.034668,0.97119,0.019531,0.19775,-0.68896
0.5,-0.625,-0.75,-0.065918,0.034668,0.96729,0.028809,0.19336,-0.68066
1.4375,-1.1875,-0.6875,-0.050293,0.026855,0.95557,0.028809,0.19336,-0.68066
1.1875,-0.5625,-0.125,-0.030762,0.034668,0.95166,0.028809,0.19336,-0.68066
1.1875,0.0625,-0.5,-0.065918,0.050293,0.9751,0.030273,0.2002,-0.69189
0.5,0.1875,-0.375,-0.054199,0.034668,0.98682,0.030273,0.2002,-0.69189
1.3125,-0.0625,-0.3125,-0.038574,0.030762,0.95557,0.030273,0.2002,-0.69189
0.9375,-0.5,-0.25,-0.058105,0.038574,0.96729,0.018555,0.19531,-0.68652
1.25,-0.625,-0.25,-0.058105,0.04248,0.96729,0.018555,0.19531,-0.68652
1.3125,-0.1875,-0.6875,-0.04248,0.04248,0.96729,0.018555,0.19531,-0.68652
1.5625,0.25,-0.5625,-0.04248,0.04248,0.95947,0.018555,0.19531,-0.68652
1.4375,0,-0.4375,-0.058105,0.022949,1.002,0.018555,0.19531,-0.68652
0.875,-0.5625,-0.9375,-0.046387,0.030762,0.98291,0.018555,0.19531,-0.68652
0.9375,-0.25,-0.25,-0.062012,0.038574,0.98291,0.018555,0.19531,-0.68652
0.9375,-0.6875,-0.5,-0.04248,0.04248,0.9751,0.020996,0.20117,-0.69189
0.75,-0.6875,-0.375,-0.038574,0.015137,0.97119,0.020996,0.20117,-0.69189
0.875,-0.6875,-0.25,-0.062012,0.04248,0.95166,0.020996,0.20117,-0.69189
0.5625,-0.625,-0.4375,-0.058105,0.046387,0.98291,0.021973,0.19434,-0.67773
0.75,0.0625,-0.5,-0.04248,0.04248,0.96729,0.021973,0.19434,-0.67773
0.9375,-0.625,-0.6875,-0.046387,0.050293,0.98291,0.021973,0.19434,-0.67773
1.25,-0.6875,-0.4375,-0.050293,0.04248,0.95557,0.021973,0.19434,-0.67773
0.9375,-0.1875,-0.8125,-0.046387,0.030762,0.96338,0.021973,0.19434,-0.67773
0.6875,-1.0625,-0.5,-0.04248,0.030762,0.96729,0.021973,0.19434,-0.67773
0.6875,0.3125,-0.6875,-0.058105,0.050293,0.96729,0.021973,0.19434,-0.67773
0.25,-0.6875,-0.75,-0.046387,0.050293,0.98291,0.021973,0.19092,-0.6875
1.1875,-0.6875,-0.6875,-0.034668,0.054199,0.96729,0.021973,0.19092,-0.6875
0.6875,0.25,-0.6875,-0.054199,0.034668,0.9751,0.021973,0.19092,-0.6875
0.5,-0.3125,-0.375,-0.038574,0.015137,0.94775,0.033691,0.19775,-0.69043
0.375,0,-1,-0.038574,0.034668,0.96729,0.033691,0.19775,-0.69043
0.4375,-0.1875,-0.625,-0.046387,0.065918,0.97119,0.033691,0.19775,-0.69043
0.4375,-0.125,-0.125,-0.065918,0.058105,0.979,0.020996,0.18945,-0.6875
-0.25,-0.75,-0.75,-0.050293,0.038574,0.96729,0.020996,0.18945,-0.6875
0.5,-0.3125,-0.4375,-0.050293,0.034668,0.94775,0.020996,0.18945,-0.6875
0.3125,-0.6875,-1.1875,-0.046387,0.04248,0.96729,0.020996,0.18945,-0.6875
0,-0.5625,-0.75,-0.054199,0.022949,0.98291,0.020996,0.19775,-0.68359
0.4375,-0.625,-0.6875,-0.065918,0.034668,0.98291,0.020996,0.19775,-0.68359
-0.125,-1.4375,-0.625,-0.058105,0.030762,0.98291,0.020996,0.19775,-0.68359
0.75,-0.25,-0.6875,-0.062012,0.026855,0.98291,0.016113,0.19189,-0.68213
0.5,-0.5625,-0.625,-0.050293,0.026855,0.95166,0.016113,0.19189,-0.68213
0,-1.1875,-0.6875,-0.065918,0.054199,0.98291,0.016113,0.19189,-0.68213
0.6875,0,-0.625,-0.050293,0.015137,0.98291,0.018555,0.19678,-0.68652
0.5,-0.9375,-0.5625,-0.058105,0.046387,0.9751,0.018555,0.19678,-0.68652
0.25,-1.0625,-0.6875,-0.050293,0.050293,0.95947,0.018555,0.19678,-0.68652
0.5625,-0.3125,-0.9375,-0.046387,0.038574,0.96338,0.018555,0.19678,-0.68652
0.25,0.125,-0.4375,-0.065918,0.034668,0.95947,0.023438,0.19434,-0.68652
1.125,-0.3125,-0.8125,-0.038574,0.050293,0.95557,0.023438,0.19434,-0.68652
-0.1875,0.125,-1.125,-0.054199,0.04248,0.98291,0.023438,0.19434,-0.68652
0.625,-0.75,-0.75,-0.062012,0.04248,0.98291,0.021973,0.19678,-0.68359
0.6875,0,-0.6875,-0.062012,0.034668,0.95947,0.021973,0.19678,-0.68359
0.1875,-0.8125,-0.875,-0.054199,0.019043,0.97119,0.021973,0.19678,-0.68359
0.6875,-0.3125,-0.4375,-0.030762,0.050293,0.95947,0.025391,0.19678,-0.68066
0.6875,-0.6875,-0.25,-0.050293,0.046387,0.9751,0.025391,0.19678,-0.68066
0.8125,0,-0.75,-0.058105,0.026855,0.98682,0.025391,0.19678,-0.68066
0.4375,-0.1875,-0.125,-0.038574,0.030762,0.9751,0.025391,0.19678,-0.68066
0.5625,-0.25,0,-0.046387,0.030762,0.97119,0.026855,0.19092,-0.6875
0.9375,0.125,-0.3125,-0.038574,0.038574,0.95557,0.026855,0.19092,-0.6875
1,-0.1875,-0.9375,-0.050293,0.015137,0.96729,0.026855,0.19092,-0.6875
1.0625,0.4375,-0.625,-0.050293,0.058105,0.93994,0.023438,0.19189,-0.68359
0.75,0.1875,-0.875,-0.04248,0.050293,0.97119,0.023438,0.19189,-0.68359
0.125,0.5625,-0.625,-0.050293,0.038574,0.9751,0.023438,0.19189,-0.68359
0.5,1.1875,0,-0.065918,0.022949,0.98291,0.021973,0.19678,-0.68506
0.75,0.875,-0.6875,-0.054199,0.034668,0.97119,0.021973,0.19678,-0.68506
0.9375,0.6875,-1.1875,-0.046387,0.026855,0.98291,0.021973,0.19678,-0.68506
1.0625,-0.0625,-0.5625,-0.058105,0.026855,0.97119,0.021973,0.19678,-0.68506
0.4375,0.5625,-0.375,-0.058105,0.04248,0.98291,0.021973,0.19678,-0.68506
0.3125,0,-0.125,-0.058105,0.04248,0.99854,0.021973,0.19678,-0.68506
0.6875,0,-0.75,-0.04248,0.030762,0.96729,0.021973,0.19678,-0.68506
0.3125,0.625,-0.375,-0.054199,0.030762,0.979,0.023438,0.19678,-0.69189
0.5625,0.375,-0.4375,-0.050293,0.030762,0.98291,0.023438,0.19678,-0.69189
0.25,-0.4375,-0.5625,-0.058105,0.030762,0.97119,0.023438,0.19678,-0.69189
0.375,0,-0.625,-0.050293,0.046387,0.95166,0.021973,0.20117,-0.69629
0.6875,0,-1.0625,-0.050293,0.038574,0.95947,0.021973,0.20117,-0.69629
0,-0.4375,-0.75,-0.062012,0.04248,0.96729,0.021973,0.20117,-0.69629
0.75,-0.25,-0.4375,-0.058105,0.034668,0.98291,0.021973,0.20117,-0.69629
-0.0625,-0.375,-0.5,-0.038574,0.026855,0.96729,0.021973,0.20117,-0.69629
-0.1875,-0.375,-0.3125,-0.054199,0.034668,0.99072,0.021973,0.20117,-0.69629
0.375,-0.4375,-1.0625,-0.058105,0.030762,0.97119,0.021973,0.20117,-0.69629
-0.125,-0.25,0.0625,-0.046387,0.026855,0.95947,0.024414,0.19775,-0.69189
-0.1875,-0.375,-0.5,-0.058105,0.034668,0.95557,0.024414,0.19775,-0.69189
-0.0625,-0.625,-0.5,-0.058105,0.015137,0.96338,0.024414,0.19775,-0.69189
0.375,-0.4375,-0.4375,-0.046387,0.046387,0.98291,0.024414,0.19189,-0.68506
0.5,-0.8125,-0.3125,-0.054199,0.030762,0.98682,0.024414,0.19189,-0.68506
0,-0.25,-0.5625,-0.050293,0.050293,0.98682,0.024414,0.19189,-0.68506
0.375,-0.3125,-0.4375,-0.065918,0.01123,0.93994,0.019531,0.19336,-0.6792
-0.1875,-0.25,-0.5625,-0.04248,0.04248,0.95947,0.019531,0.19336,-0.6792
-0.3125,0.375,-0.5,-0.050293,0.038574,0.95557,0.019531,0.19336,-0.6792
-0.25,0.1875,-0.5,-0.04248,0.026855,0.96729,0.019531,0.19336,-0.6792
0.75,0.4375,-0.125,-0.046387,0.026855,0.96729,0.021973,0.19678,-0.68359
0,0.8125,-0.9375,-0.034668,0.015137,0.95947,0.021973,0.19678,-0.68359
-0.3125,0.5,-1.0625,-0.058105,0.022949,0.96338,0.021973,0.19678,-0.68359
0,0.875,-0.5625,-0.04248,0.050293,0.979,0.021973,0.18604,-0.69043
0.125,1,-0.375,-0.058105,0.019043,0.96338,0.021973,0.18604,-0.69043
0.1875,1.0625,-0.625,-0.065918,0.019043,0.98682,0.021973,0.18604,-0.69043
-0.1875,0.5,-0.5625,-0.046387,0.050293,0.98291,0.023438,0.20605,-0.68652
-0.25,0,-0.5625,-0.04248,0.030762,0.98291,0.023438,0.20605,-0.68652
0.125,0.1875,-0.1875,-0.046387,0.050293,0.99463,0.023438,0.20605,-0.68652
-0.3125,-0.0625,-0.6875,-0.065918,0.046387,0.96729,0.023438,0.20605,-0.68652
0,-0.5625,-0.25,-0.04248,0.046387,0.97119,0.016113,0.19678,-0.68359
0.0625,-0.3125,0.125,-0.069824,0.030762,0.98291,0.016113,0.19678,-0.68359
-0.1875,0.1875,-0.9375,-0.046387,0.04248,0.98291,0.016113,0.19678,-0.68359
-0.3125,0.4375,-0.375,-0.058105,0.050293,0.96338,0.025391,0.19092,-0.68506
0,0,-0.875,-0.04248,0.04248,0.95947,0.025391,0.19092,-0.68506
0,0.4375,-0.4375,-0.058105,0.034668,0.98291,0.025391,0.19092,-0.68506
-0.25,0,-0.3125,-0.065918,0.046387,0.98682,0.023438,0.19678,-0.68066
0,0,-0.6875,-0.062012,0.038574,0.98291,0.023438,0.19678,-0.68066
-0.0625,-0.3125,-0.25,-0.065918,0.022949,0.95947,0.023438,0.19678,-0.68066
-0.25,-0.5,-0.0625,-0.058105,0.026855,0.95947,0.023438,0.19678,-0.68066
0.375,-0.5625,-0.25,-0.069824,0.038574,0.98682,0.023438,0.19678,-0.68066
0.0625,-0.9375,-0.5,-0.058105,0.034668,0.979,0.023438,0.19678,-0.68066
-0.8125,-1.125,0,-0.015137,0.038574,0.93994,0.023438,0.19678,-0.68066
-0.1875,-1.125,-0.125,-0.062012,0.04248,0.95557,0.021973,0.19531,-0.69482
